ID,Name,Gender,Age,Rating,Degree,Start_Date,Retired,Division,Salary
3852,"Kairamkonda, Leticya",Female,35,8,Bachelor's,2/23/2005,FALSE,Corporate,215245
8113,"Rooney, Tyler",Male,56,7,Master's,2/23/1986,FALSE,Corporate,166907
2085,"Wi, Castine",Female,36,7,Associate's,2/23/2004,FALSE,Sales,122281
5791,"Schwartz, Vamshi",Male,35,9,High School,2/23/2007,FALSE,Operations,126732
9039,"Truong, Savanna",Female,29,8,Master's,2/23/2012,FALSE,Corporate,144878
6079,"Garcia, Brianna",Female,32,7,Master's,2/23/2009,FALSE,Accounting,121796
9785,"Sun, Kya",Male,50,4,Associate's,2/23/1992,FALSE,Sales,150333
5977,"Vigil, Niavis",Female,51,9,Ph.D,2/23/1988,FALSE,Engineering,183001
4203,"Vazquez, Olivia",Female,38,8,High School,2/23/2003,FALSE,Sales,163568
2004,"Fults, Michael",Male,50,6,Master's,2/23/1993,FALSE,Sales,196198
6223,"Ali, Michelle",Female,60,7,Ph.D,2/23/1982,TRUE,Corporate,
3367,"Earnest, Dominique",Female,35,6,Master's,2/23/2006,FALSE,Accounting,190988
4052,"Simpson, Kyle",Male,56,8,Associate's,2/23/1985,FALSE,Sales,173523
7163,"al-Burki, Luwai",Male,54,8,Ph.D,2/23/1987,FALSE,Engineering,215216
6899,"Vaughn, Russell",Male,55,9,Ph.D,2/23/1986,FALSE,Engineering,215935
9905,"Rodriguez, Rita",Female,35,8,Ph.D,2/23/2006,FALSE,Engineering,139120
6551,"Connor, Anthony",Male,55,8,Ph.D,2/23/1986,FALSE,Engineering,187676
8938,"Kim, Kaelin",Female,36,9,Bachelor's,2/23/2007,FALSE,Human Resources,140608
4039,"Shah, Chia-Hsin",Female,47,8,High School,2/23/1994,FALSE,Sales,133262
2541,"al-Ismael, Zaamil",Male,34,7,Master's,2/23/2008,FALSE,Engineering,152199
8477,"Matthews, Nathan",Male,61,8,High School,2/23/1981,FALSE,Operations,163813
6362,"Lovett Jr, Joshua",Male,27,8,Bachelor's,2/23/2014,FALSE,Sales,148743
6072,"al-Ahmadi, Rumaana",Female,26,7,High School,2/23/2015,FALSE,Sales,113087
6994,"Mutagamba, Terryn",Female,63,8,Ph.D,2/23/1978,FALSE,Engineering,238617
1466,"Colman, Meghan",Female,29,7,Ph.D,2/23/2012,FALSE,Engineering,176918
7534,"el-Zaidi, Marjaana",Female,49,9,Master's,2/23/1992,FALSE,Accounting,175230
5955,"al-Younes, Ashqar",Male,63,7,High School,2/23/1979,TRUE,Sales,
3465,"Garcia Bustamante, Mathew",Male,41,6,Master's,2/23/2001,FALSE,Engineering,172566
4911,"Castruita, Ruben",Male,37,8,Associate's,2/23/2004,FALSE,Operations,142780
8035,"Arfsten, Shannon",Female,47,5,Bachelor's,2/23/1994,FALSE,Operations,125781
5880,"Liu, Jessica",Female,39,7,Master's,2/23/2002,FALSE,Corporate,176489
2250,"Marquez, Alavaro",Male,31,5,Ph.D,2/23/2010,FALSE,Corporate,170266
1469,"Knight, Treshaq",Male,34,8,High School,2/23/2006,FALSE,Operations,120023
4648,"al-Demian, Muntasir",Male,33,7,Ph.D,2/23/2007,FALSE,Engineering,224699
6195,"Tolbert, Kinae",Female,60,8,High School,2/23/1983,TRUE,Sales,
1712,"Maes, Anjelica",Female,44,8,Associate's,2/23/1997,FALSE,Operations,118097
3156,"Norris, Chandler",Female,52,10,Bachelor's,2/23/1990,FALSE,Engineering,199112
9847,"Saucedo, Michelle",Female,38,7,Associate's,2/23/2003,FALSE,Operations,148959
8708,"Moore, Olivia",Female,54,8,Master's,2/23/1987,FALSE,Corporate,181194
1584,"Davis, Jonathan",Male,54,3,Associate's,2/23/1989,FALSE,Operations,148628
1742,"Loo, Ariel",Female,44,8,Master's,2/23/1998,FALSE,Accounting,180667
1367,"el-Zahra, Amaan",Male,43,9,Ph.D,2/23/1998,FALSE,Engineering,184841
6251,"Galvez, Dallas",Male,64,10,Bachelor's,2/23/1978,FALSE,Accounting,246861
7390,"Jun, Taydra",Female,61,7,Master's,2/23/1979,FALSE,Accounting,214172
5786,"Heir, Paige",Female,55,2,Master's,2/23/1985,FALSE,Corporate,184917
4475,"el-Bey, Firdaus",Female,39,8,Ph.D,2/23/2002,FALSE,Engineering,167542
7896,"Rodrigues, Cynthia",Female,36,8,Ph.D,2/23/2004,FALSE,Corporate,164987
5928,"Kim, Lauren",Female,58,8,Associate's,2/23/1983,FALSE,Operations,148889
3259,"Dequasie, Jason",Male,27,8,Master's,2/23/2012,FALSE,Sales,193885
1692,"Langona, Garrett",Male,44,5,Ph.D,2/23/1998,FALSE,Engineering,202744
5787,"Thompson, Erica",Female,42,8,Bachelor's,2/23/1999,FALSE,Sales,123584
7404,"el-Khalaf, Sabeeka",Female,35,8,Associate's,2/23/2004,FALSE,Sales,119878
9424,"Massey, Kristin",Female,58,4,Master's,2/23/1983,FALSE,Corporate,191619
8230,"Asselin, Andrew",Male,56,10,Master's,2/23/1983,FALSE,Sales,211579
3549,"Alsup, Jims Abraham",Male,56,6,Ph.D,2/23/1987,FALSE,Engineering,211268
7035,"Khanom, Tristan",Male,32,5,Bachelor's,2/23/2009,FALSE,Engineering,108823
7254,"Jackson, Breyanna",Female,58,8,High School,2/23/1982,FALSE,Operations,187826
1227,"Nava, Alex",Female,57,6,Bachelor's,2/23/1982,FALSE,Corporate,221529
8150,"Williams, Michaela",Female,45,7,Ph.D,2/23/1996,FALSE,Engineering,181400
4025,"Nastacio, Galen",Male,37,7,Associate's,2/23/2002,FALSE,Human Resources,145472
8699,"al-Huda, Mas'ooda",Female,56,9,High School,2/23/1986,FALSE,Operations,158983
4580,"Moonlight, Samuel",Male,59,8,Master's,2/23/1980,FALSE,Engineering,218253
3317,"Macias Vargas, Jesus",Male,34,4,Ph.D,2/23/2007,FALSE,Engineering,124684
4545,"Dubus, Canion",Male,38,6,Ph.D,2/23/2004,FALSE,Corporate,210861
1366,"Hannigan, Anya",Female,36,7,Ph.D,2/23/2005,FALSE,Engineering,161511
9899,"Jefferson, Andrew",Male,55,10,High School,2/23/1984,FALSE,Operations,185433
5474,"Miera, Joshua",Male,47,7,Master's,2/23/1994,FALSE,Engineering,179293
9620,"Medina, Rogelio",Male,61,2,Master's,2/23/1980,TRUE,Accounting,
5464,"al-Pirani, Rajab",Male,25,3,Associate's,2/23/2016,FALSE,Operations,37907
8619,"Morton, Kayla",Female,47,3,Ph.D,2/23/1993,FALSE,Engineering,146179
8440,"Blackmore, Sabrina",Female,29,5,Master's,2/23/2011,FALSE,Sales,142477
4567,"Wilson, Galen",Male,33,5,Ph.D,2/23/2007,FALSE,Engineering,138176
9047,"Wylie, Dominic",Male,32,6,Bachelor's,2/23/2008,FALSE,Sales,158323
3550,"Evans, Mahder",Female,29,6,Associate's,2/23/2011,FALSE,Human Resources,105912
1941,"Joe, Nicholas",Male,32,4,Associate's,2/23/2008,FALSE,Operations,82114
8043,"Almanza-Sierra, Michelle",Female,34,8,Bachelor's,2/23/2009,FALSE,Accounting,116803
3246,"el-Baksh, Tuhfa",Female,61,8,High School,2/23/1981,FALSE,Operations,140494
7440,"Esselman, Vi",Female,58,9,Master's,2/23/1981,FALSE,Corporate,219840
7752,"Cruz, Jorge",Male,44,10,High School,2/23/1996,FALSE,Operations,134260
2332,"Kim, Enkhjin",Female,29,2,High School,2/23/2012,FALSE,Operations,29825
2974,"Lalich, Jacob",Male,44,7,Master's,2/23/1996,FALSE,Accounting,205209
1901,"al-Hares, Widdad",Female,29,7,Bachelor's,2/23/2012,FALSE,Corporate,149227
7388,"Leon, Shaelynn",Female,30,7,Associate's,2/23/2011,FALSE,Operations,99024
8845,"Bradford, Della",Female,55,8,Bachelor's,2/23/1984,FALSE,Accounting,178476
3532,"Parker, Bruce",Male,35,5,Bachelor's,2/23/2006,FALSE,Corporate,182947
3849,"Haas, Joseph",Male,55,5,Master's,2/23/1986,FALSE,Operations,132547
1895,"Booth, Nikolas",Male,61,6,High School,2/23/1982,TRUE,Sales,
5254,"Figgs III, Gavin",Male,61,7,Associate's,2/23/1980,TRUE,Human Resources,
2197,"Weldehiwet, Jeffrey",Male,36,5,Bachelor's,2/23/2003,FALSE,Corporate,143658
6526,"Parker, Tyler",Female,35,7,Bachelor's,2/23/2006,FALSE,Sales,163883
4632,"Flores, Jennifer",Female,59,4,Ph.D,2/23/1982,FALSE,Engineering,185681
1132,"Deherrera, Sarah",Female,51,9,Associate's,2/23/1990,FALSE,Sales,191089
8252,"Laydon, Daniel",Male,45,8,Master's,2/23/1996,FALSE,Operations,161690
3918,"Barnes, Skylar",Male,43,8,Bachelor's,2/23/1998,FALSE,Accounting,185880
5232,"Dexter, Joshua",Male,54,7,Ph.D,2/23/1985,FALSE,Engineering,207341
6742,"Rocha, Shanelle",Female,43,10,Bachelor's,2/23/1998,FALSE,Engineering,158805
3842,"White, Tyler",Male,45,10,High School,2/23/1996,FALSE,Operations,171325
9168,"Noth, Spencer",Male,60,10,Associate's,2/23/1982,TRUE,Human Resources,
7910,"Hopper, Summer",Female,25,7,Bachelor's,2/23/2017,FALSE,Engineering,100688
3199,"Matthews, Frances",Female,30,8,High School,2/23/2011,FALSE,Sales,115180
6276,"Rich, Joshua",Male,36,5,High School,2/23/2005,FALSE,Sales,111250
6577,"Moore IV, Sara",Female,58,6,Bachelor's,2/23/1983,FALSE,Sales,163026
6401,"Rodriguez Medellin, Osiris",Female,60,3,Master's,2/23/1980,TRUE,Sales,
2423,"Lee, Jennifer",Female,31,8,Ph.D,2/23/2011,FALSE,Engineering,185433
5580,"al-Radi, Fat'hi",Male,60,6,High School,2/23/1981,FALSE,Operations,139574
7355,"al-Ishmael, Husain",Male,30,9,Master's,2/23/2010,FALSE,Sales,126134
8445,"Revello Nguyen, Amanda",Female,61,8,High School,2/23/1981,TRUE,Sales,
4783,"Core, Alexander",Male,48,9,Bachelor's,2/23/1993,FALSE,Sales,189196
6159,"Vasquez, Jose",Male,49,6,Ph.D,2/23/1991,FALSE,Engineering,155882
8060,"al-Morad, Mastoor",Male,65,8,Ph.D,2/23/1977,FALSE,Corporate,213381
6554,"Vovan, Chakong",Male,39,7,Bachelor's,2/23/2003,FALSE,Accounting,180613
2719,"Mccombe, Breanna",Female,43,7,Bachelor's,2/23/1998,FALSE,Sales,185842
9270,"Herold, Avani",Female,54,6,Bachelor's,2/23/1985,FALSE,Human Resources,180160
4229,"Sohn, Tanner",Male,46,2,Ph.D,2/23/1995,FALSE,Engineering,147742
5164,"Kielian, Ryan",Male,58,9,Ph.D,2/23/1983,FALSE,Engineering,228209
1725,"Brunk, Jane",Female,34,8,Associate's,2/23/2007,FALSE,Operations,139899
6594,"Campos-Garcia, Harley",Male,55,9,Master's,2/23/1986,FALSE,Accounting,222382
8037,"Straker, Jasmin",Female,47,7,High School,2/23/1994,FALSE,Sales,175806
9772,"Moses, Nikki",Female,28,6,High School,2/23/2012,FALSE,Sales,90782
7332,"al-Aydin, Mawhiba",Female,64,4,Master's,2/23/1978,FALSE,Sales,145030
9846,"Dickey, Jessica",Female,62,10,Master's,2/23/1979,FALSE,Corporate,206175
4196,"Busby, Amber",Female,51,10,Associate's,2/23/1992,FALSE,Sales,192023
7619,"Gabriana, Anna",Female,34,6,Associate's,2/23/2008,FALSE,Human Resources,128912
4220,"Landry, Christian",Male,29,7,High School,2/23/2014,FALSE,Operations,122306
6879,"al-Turay, Mumina",Female,63,9,Ph.D,2/23/1977,FALSE,Engineering,247932
1045,"Shah, Caleb",Male,44,9,Ph.D,2/23/1997,FALSE,Engineering,186873
4431,"al-Amiri, Uqbah",Male,45,5,Bachelor's,2/23/1998,FALSE,Accounting,171594
9067,"Chagnon, Tessa",Female,44,9,High School,2/23/1996,FALSE,Operations,131116
9226,"Poonpiset, Joshua",Male,47,7,Ph.D,2/23/1994,FALSE,Corporate,219923
3369,"Kabotie, Paige",Female,50,10,Bachelor's,2/23/1989,FALSE,Sales,165093
4034,"Pasillas, Lucero",Female,58,8,Associate's,2/23/1984,FALSE,Operations,107519
6936,"Cordova, Nicole",Female,61,8,Associate's,2/23/1978,FALSE,Operations,167434
3364,"al-Yusuf, Munsif",Male,54,7,Bachelor's,2/23/1988,FALSE,Accounting,184626
4572,"Gelsey II, Leon",Male,33,5,Associate's,2/23/2009,FALSE,Operations,138089
7540,"Kearns, William",Male,34,5,Bachelor's,2/23/2008,FALSE,Accounting,166172
1900,"Haag, Ely",Male,37,7,Associate's,2/23/2004,FALSE,Operations,111402
9742,"Carrasco, Adrian",Male,51,5,Master's,2/23/1990,FALSE,Accounting,174963
1840,"Lucero, Anthony",Male,62,7,Associate's,2/23/1978,TRUE,Sales,
2783,"Lee, Jordan",Male,63,5,Ph.D,2/23/1978,TRUE,Corporate,
5000,"Barela, Steve",Male,30,7,High School,2/23/2012,FALSE,Operations,108661
4881,"el-Kassem, Nusaiba",Female,33,8,Associate's,2/23/2007,FALSE,Operations,106025
4015,"Kalilikane, Abigail",Female,62,7,Bachelor's,2/23/1979,FALSE,Engineering,206189
7655,"Schell, Layla",Female,63,7,Ph.D,2/23/1979,FALSE,Engineering,204545
3172,"Dunham, Lexi",Female,33,7,Ph.D,2/23/2008,FALSE,Engineering,145825
2557,"Betancourt, Timothy",Male,59,8,High School,2/23/1982,FALSE,Operations,176701
4009,"el-Moghaddam, Tawfeeqa",Female,57,3,High School,2/23/1984,FALSE,Sales,165008
7700,"Delgado Machuca, Miguel",Male,42,6,Associate's,2/23/2001,FALSE,Sales,100802
5016,"Davies, Alexis",Female,61,7,Bachelor's,2/23/1981,TRUE,Operations,
8649,"Begay, Mia",Female,53,8,Master's,2/23/1988,FALSE,Accounting,152743
4858,"Aulakh, Cedar",Female,50,8,Associate's,2/23/1992,FALSE,Human Resources,160209
9228,"Farley, Taraleah",Female,32,8,Ph.D,2/23/2009,FALSE,Engineering,116361
5298,"Parker, Mija",Female,62,5,Bachelor's,2/23/1978,FALSE,Engineering,180022
4212,"al-Mahdavi, Zaitoona",Female,62,8,Associate's,2/23/1979,FALSE,Operations,131195
7563,"al-Nagi, Raaji",Male,49,10,Master's,2/23/1992,FALSE,Operations,148441
6373,"Weaver, Karla",Female,57,10,Bachelor's,2/23/1985,FALSE,Accounting,210416
7070,"Tafoya, Santos",Male,59,7,Bachelor's,2/23/1980,FALSE,Sales,217253
4736,"Chapman, Jabari",Male,50,7,High School,2/23/1990,FALSE,Operations,172466
7394,"Navajo, Marquis",Male,53,10,High School,2/23/1989,FALSE,Operations,160156
2539,"Hall, Anastasia",Female,53,7,Bachelor's,2/23/1987,FALSE,Sales,161374
4312,"el-Safar, Dhareef",Male,31,7,Master's,2/23/2010,FALSE,Operations,90729
9029,"Delgado-Hernandez, Marcus",Male,45,7,High School,2/23/1995,FALSE,Operations,98316
6785,"Kim, Jeewoo",Female,29,7,High School,2/23/2010,FALSE,Operations,100858
5804,"Tatum Clardy, Cornelius",Male,53,5,Ph.D,2/23/1988,FALSE,Corporate,207524
6135,"el-Hafeez, Shaafia",Female,61,6,Ph.D,2/23/1980,TRUE,Corporate,
8578,"Lee, Robert",Male,52,6,Bachelor's,2/23/1989,FALSE,Human Resources,183698
2077,"al-Baig, Thamra",Female,55,7,Bachelor's,2/23/1985,FALSE,Sales,159002
7153,"Smith, Rhemi",Female,60,7,Associate's,2/23/1982,FALSE,Sales,195244
4188,"Balue, Shelby",Female,52,6,Bachelor's,2/23/1990,FALSE,Engineering,192045
1919,"Shumate, Jonathan",Male,50,8,High School,2/23/1991,FALSE,Sales,153186
4223,"Martinez, Juan",Male,59,7,Bachelor's,2/23/1983,FALSE,Human Resources,218218
6319,"Fluckes, Brianna",Female,64,7,Master's,2/23/1979,TRUE,Operations,
8849,"Esquibel, Manuel",Male,49,7,Associate's,2/23/1992,FALSE,Sales,145137
2740,"Morgan, Ryan",Male,36,9,Bachelor's,2/23/2004,FALSE,Sales,196968
9148,"Schechter, Chad",Male,58,8,Associate's,2/23/1984,FALSE,Sales,200617
7087,"Quintana, Edgar",Male,50,7,Ph.D,2/23/1990,FALSE,Corporate,235521
7545,"Moncada-Ruiz, Claudia",Female,56,9,Associate's,2/23/1986,FALSE,Human Resources,195209
3403,"Hartt, Vincent",Male,55,7,High School,2/23/1986,FALSE,Operations,114344
7952,"Luna Jr, Alma",Female,33,8,Master's,2/23/2009,FALSE,Sales,165332
9916,"Rice, Mitchell",Male,55,2,High School,2/23/1985,FALSE,Operations,80645
1531,"Nelson, Amelia",Female,62,7,Associate's,2/23/1979,FALSE,Operations,144819
9855,"Campos Brito, Daniel",Male,39,9,Bachelor's,2/23/2002,FALSE,Sales,177029
8654,"Reinhart, Brianna",Female,31,6,Master's,2/23/2009,FALSE,Human Resources,112472
3735,"Visee, Keaton",Male,43,7,Master's,2/23/1998,FALSE,Sales,136907
4900,"el-Mir, Abdul Haadi",Male,64,7,Master's,2/23/1975,FALSE,Sales,229911
8158,"Perry, Kaitie",Female,45,10,Master's,2/23/1997,FALSE,Human Resources,132932
8258,"Plazola, Karen",Female,39,7,Associate's,2/23/2004,FALSE,Human Resources,113981
5806,"Freyta, Alisha",Female,40,2,Associate's,2/23/2000,FALSE,Operations,90578
7937,"Manning, Samantha",Female,49,5,Master's,2/23/1990,FALSE,Corporate,196987
3722,"Rodriguez, Rosa",Female,35,9,Ph.D,2/23/2005,FALSE,Engineering,162656
7063,"Mccain, Breeauna",Female,63,8,Master's,2/23/1978,FALSE,Engineering,244687
1430,"Anderson, Braxton",Male,47,8,Master's,2/23/1993,FALSE,Accounting,165991
3228,"Dalke, Chelsa",Female,28,8,Ph.D,2/23/2012,FALSE,Engineering,140048
5708,"Espinoza-Munquia, Ashley",Female,61,7,High School,2/23/1980,TRUE,Operations,
9059,"Brown, Jeffrey",Male,33,8,Ph.D,2/23/2007,FALSE,Engineering,197456
8939,"Reish, Kiowa",Male,52,7,Master's,2/23/1989,FALSE,Engineering,164462
9545,"Lloyd, Devante",Male,65,9,Bachelor's,2/23/1974,FALSE,Accounting,243326
3526,"al-Hadi, Rajab",Male,49,7,High School,2/23/1994,FALSE,Sales,174057
4207,"al-Nasir, Alawi",Male,41,6,Master's,2/23/2000,FALSE,Engineering,156457
6819,"Ahmed, Anthony",Male,32,2,High School,2/23/2009,FALSE,Operations,64953
9714,"Gallegos, Delicia",Female,56,7,Associate's,2/23/1986,FALSE,Sales,142920
5545,"Vincent, Raymond",Male,49,7,Ph.D,2/23/1992,FALSE,Engineering,203958
7652,"Zimney, Sarah",Female,30,10,Bachelor's,2/23/2012,FALSE,Human Resources,159625
6781,"Nguyen, Sylviana",Female,42,7,High School,2/23/1998,FALSE,Operations,108546
8140,"al-Hakim, Kawthar",Female,29,5,High School,2/23/2011,FALSE,Sales,100835
4073,"Benavidez, Edith",Female,40,9,Associate's,2/23/2001,FALSE,Operations,152678
1419,"Martinez Ramirez, Johnny",Male,51,8,Master's,2/23/1988,FALSE,Human Resources,154990
4656,"Lesser, Jordyn",Female,47,4,Master's,2/23/1994,FALSE,Corporate,148690
3264,"Lindgren, Johnny",Male,33,4,High School,2/23/2007,FALSE,Operations,30747
9909,"Arens, Scott",Male,46,10,Master's,2/23/1995,FALSE,Engineering,213601
2354,"Smith, Shay",Male,43,7,Associate's,2/23/1997,FALSE,Operations,145729
8118,"Sakamoto, Ruth",Female,36,8,Associate's,2/23/2006,FALSE,Operations,130225
5790,"Starcer, Lauren",Female,61,5,Associate's,2/23/1980,FALSE,Human Resources,194611
2292,"al-Radwan, Fakeeha",Female,42,8,Ph.D,2/23/2001,FALSE,Engineering,152472
9297,"el-Rasheed, Naaifa",Female,51,3,Ph.D,2/23/1991,FALSE,Engineering,193328
7150,"Yunker, James",Male,48,7,Ph.D,2/23/1994,FALSE,Engineering,210618
3374,"Sky, Kaldurion",Male,39,3,Associate's,2/23/2003,FALSE,Operations,81145
7844,"Sablan, Lynn",Female,48,8,Master's,2/23/1994,FALSE,Sales,162679
4947,"al-Moghaddam, Ahlaam",Female,64,8,Bachelor's,2/23/1977,FALSE,Engineering,241985
1698,"al-Ayub, Najiyya",Female,57,6,High School,2/23/1986,FALSE,Operations,162446
8390,"Land, Caleb",Male,33,7,Bachelor's,2/23/2006,FALSE,Sales,113109
7305,"Law, Charisma",Female,65,8,Associate's,2/23/1976,FALSE,Human Resources,214788
3810,"Mcclellan, Joseph",Male,55,3,Bachelor's,2/23/1986,FALSE,Operations,153777
7125,"Winter, Ashtyn",Female,59,7,Master's,2/23/1982,FALSE,Sales,207184
1195,"Jimenez, Jaqueline",Female,46,6,Ph.D,2/23/1995,FALSE,Corporate,160102
5060,"Smith, Kelvin",Male,57,7,Bachelor's,2/23/1986,FALSE,Sales,206619
2956,"Rediros, Chris",Male,36,8,Associate's,2/23/2003,FALSE,Operations,98405
9117,"Knuckey, Ryan",Male,41,10,Associate's,2/23/2000,FALSE,Human Resources,145046
3102,"Johnson, Monique",Female,37,8,Bachelor's,2/23/2003,FALSE,Sales,182872
7945,"Aochi, Christenia",Female,47,5,Bachelor's,2/23/1997,FALSE,Sales,154635
6467,"Sarsam, Jessy",Male,53,9,Master's,2/23/1989,FALSE,Engineering,190183
4267,"Castro, Christina",Female,43,5,Ph.D,2/23/1997,FALSE,Engineering,162908
1189,"Tosi, Helen",Female,30,5,Master's,2/23/2010,FALSE,Human Resources,157066
8330,"Chapa, Jasmine",Female,36,6,Master's,2/23/2006,FALSE,Corporate,167132
6784,"al-Siddique, Zaitoona",Female,25,4,Master's,2/23/2015,FALSE,Human Resources,127618
8698,"al-Moustafa, Nabeel",Male,36,10,Associate's,2/23/2004,FALSE,Sales,148640
1762,"Rich, Mahalia",Female,33,10,Ph.D,2/23/2006,FALSE,Corporate,165025
2736,"Moore, Chad",Male,52,8,Associate's,2/23/1990,FALSE,Operations,135172
4157,"Kwan, Jasmine",Female,40,8,High School,2/23/2000,FALSE,Operations,92636
7308,"Caddy, Parker",Male,30,10,Master's,2/23/2012,FALSE,Engineering,121684
1313,"el-Sham, Taaliba",Female,48,5,Associate's,2/23/1994,FALSE,Operations,128654
3554,"Johnson, Terrance",Male,60,9,High School,2/23/1979,FALSE,Operations,147777
7715,"Allen, Kingahnah",Male,44,10,Ph.D,2/23/1996,FALSE,Corporate,205958
7205,"Mattice, Austin",Male,46,6,Bachelor's,2/23/1995,FALSE,Accounting,147951
7289,"Thompson, Antonio",Male,37,7,Associate's,2/23/2004,FALSE,Operations,128572
2590,"Arapahoe, Jericho",Male,40,10,Ph.D,2/23/2001,FALSE,Corporate,219670
5946,"al-Rauf, Maazina",Female,47,6,Bachelor's,2/23/1993,FALSE,Operations,122501
2716,"Butler, Erica",Female,30,7,Ph.D,2/23/2010,FALSE,Corporate,182828
2057,"Perez, Mouneek",Female,59,9,Bachelor's,2/23/1981,FALSE,Sales,199542
8066,"Strande, Rachel",Female,63,7,Ph.D,2/23/1978,TRUE,Corporate,
8381,"Collins, Matthew",Male,61,6,Master's,2/23/1979,FALSE,Corporate,203818
5070,"el-Neman, Haarith",Male,41,6,Bachelor's,2/23/2001,FALSE,Engineering,195661
1193,"Gomez, Apolonio",Male,40,4,Associate's,2/23/2001,FALSE,Operations,129364
4955,"Barnes, Go",Male,58,10,High School,2/23/1982,FALSE,Operations,193395
9626,"Spicer, Sarah",Female,38,6,Ph.D,2/23/2001,FALSE,Engineering,194310
4263,"Bickmore, Karlie",Female,38,9,High School,2/23/2002,FALSE,Operations,115155
3672,"Byas, Krysten",Female,56,5,Ph.D,2/23/1985,FALSE,Engineering,165014
9604,"Smith, Michael",Male,29,8,High School,2/23/2011,FALSE,Operations,92444
1065,"Yadav, Kapiolani",Male,43,8,High School,2/23/1998,FALSE,Operations,127109
2030,"Stiens, Myron",Male,51,9,Associate's,2/23/1989,FALSE,Operations,144304
8871,"Vincenty, Phillip",Female,59,5,Ph.D,2/23/1982,FALSE,Engineering,182672
4309,"el-Rad, Lubna",Female,40,10,Master's,2/23/2000,FALSE,Engineering,204285
6838,"Garcia, Jorge",Male,51,6,Associate's,2/23/1990,FALSE,Operations,150746
6673,"el-Abdallah, Afeef",Male,53,2,High School,2/23/1987,FALSE,Operations,93386
4823,"Vazquez, Tony",Male,38,6,Associate's,2/23/2004,FALSE,Sales,173534
3230,"Ho, Yia",Male,61,7,High School,2/23/1982,TRUE,Operations,
9713,"Peralta, Samira",Female,61,8,Master's,2/23/1978,TRUE,Corporate,
4457,"Taylor, Dakota",Male,45,7,Master's,2/23/1995,FALSE,Sales,176142
4141,"Herrera, Yarabbi",Female,65,8,High School,2/23/1975,FALSE,Operations,143728
2081,"Furness, Dasj'On",Male,62,5,Ph.D,2/23/1980,TRUE,Corporate,
4155,"Tam, Aryk",Male,48,6,Master's,2/23/1990,FALSE,Accounting,219954
2707,"Mendez Tena, Alexis",Male,31,7,High School,2/23/2011,FALSE,Sales,132246
8393,"Turner, Chloe",Female,46,2,Bachelor's,2/23/1996,FALSE,Engineering,131136
1241,"Mcartor, Joshua",Male,37,8,Bachelor's,2/23/2003,FALSE,Accounting,147954
5541,"Cavender, Brett",Male,38,8,Ph.D,2/23/2003,FALSE,Engineering,147106
